NHPD Property ID,Property Name,Property Address,City,State,Zip,CBSACode,CBSA Type,County,County Code,Census Tract,CongressionalDistrict,Latitude,Longitude,PropertyStatus,Active Subsidies,TotalInconclusiveSubsidies,TotalInactiveSubsidies,Total Units,EarliestStartDate,EarliestEndDate,LatestEndDate,Owner,Owner Type,ManagerName,ManagerType,HUD Property ID,ReacScore1,ReacScore1Date,ReacScore2,ReacScore2Date,ReacScore3,ReacScore3Date,0-1 BedroomUnits,TwoBedroomUnits,ThreePlusBedroomUnits,Percent of ELI Households,TargetTenantType,FairMarketRent_2BR,EarliestConstructionDate,LatestConstructionDate,Occupancy Rate,AverageMonthsOfTenancy,NumberActiveSection8,NumberInconclusiveSection8,NumberInactiveSection8,S8_1_ID,S8_1_Status,S8_1_ProgramName,S8_1_RenewalStatus,S8_1_StartDate,S8_1_EndDate,S8_1_AssistedUnits,S8_1_RentToFMR,S8_1_InacStatusDesc,S8_2_ID,S8_2_Status,S8_2_ProgramName,S8_2_RenewalStatus,S8_2_StartDate,S8_2_EndDate,S8_2_AssistedUnits,S8_2_RentToFMR,S8_2_InacStatusDesc,NumberActiveSection202,NumberInconclusiveSection202,NumberInactiveSection202,S202_1_ID,S202_1_Status,S202_1_ProgramName,S202_1_StartDate,S202_1_EndDate,S202_1_AssistedUnits,S202_1_PrincipalBalance,S202_1_InacStatusDesc,S202_2_ID,S202_2_Status,S202_2_ProgramName,S202_2_StartDate,S202_2_EndDate,S202_2_AssistedUnits,S202_2_PrincipalBalance,S202_2_InacStatusDesc,NumberActiveSection236,NumberInconclusiveSection236,NumberInactiveSection236,S236_1_ID,S236_1_Status,S236_1_ProgramName,S236_1_StartDate,S236_1_EndDate,S236_1_AssistedUnits,S236_1_InacStatusDesc,S236_2_ID,S236_2_Status,S236_2_ProgramName,S236_2_StartDate,S236_2_EndDate,S236_2_AssistedUnits,S236_2_InacStatusDesc,NumberActiveHUDInsured,NumberInconclusiveHUDInsured,NumberInactiveHud,FHA_1_ID,FHA_1_Status,FHA_1_ProgramName,FHA_1_StartDate,FHA_1_EndDate,FHA_1_AssistedUnits,FHA_1_PrincipalBalance,FHA_1_InacStatusDesc,FHA_2_ID,FHA_2_Status,FHA_2_ProgramName,FHA_2_StartDate,FHA_2_EndDate,FHA_2_AssistedUnits,FHA_2_PrincipalBalance,FHA_1_InacStatusDesc,NumberActiveLihtc,NumberInconclusiveLihtc,NumberInactiveLihtc,LIHTC_1_ID,LIHTC_1_Status,LIHTC_1_ProgramName,LIHTC_1_StartDate,LIHTC_1_EndDate,LIHTC_1_AssistedUnits,LIHTC_1_ConstructionType,LIHTC_1_InacStatusDesc,LIHTC_2_ID,LIHTC_2_Status,LIHTC_2_ProgramName,LIHTC_2_StartDate,LIHTC_2_EndDate,LIHTC_2_AssistedUnits,LIHTC_2_ConstructionType,LIHTC_2_InacStatusDesc,NumberActiveSection515,NumberInconclusiveSection515,NumberInactiveSection515,RHS515_1_ID,RHS515_1_Status,RHS515_1_ProgramName,RHS515_1_StartDate,RHS515_1_EndDate,RHS515_1_AssistedUnits,RHS515_1_PrincipalBalance,RHS515_1_InacStatusDesc,RHS515_2_ID,RHS515_2_Status,RHS515_2_ProgramName,RHS515_2_StartDate,RHS515_2_EndDate,RHS515_2_AssistedUnits,RHS515_2_PrincipalBalance,RHS515_1_InacStatusDesc,NumberActiveSection536,NumberInconclusiveSection536,NumberInactiveSection536,RHS538_1_ID,RHS538_1_Status,RHS538_1_ProgramName,RHS538_1_StartDate,RHS538_1_EndDate,RHS538_1_AssistedUnits,RHS538_1_PrincipalBalance,RHS538_1_InacStatusDesc,RHS538_2_ID,RHS538_2_Status,RHS538_2_ProgramName,RHS538_2_StartDate,RHS538_2_EndDate,RHS538_2_AssistedUnits,RHS538_2_PrincipalBalance,RHS538_2_InacStatusDesc,NumberActiveHome,NumberInconclusiveHome,NumberInactiveHome,HOME_1_ID,HOME_1_Status,HOME_1_ProgramName,HOME_1_StartDate,HOME_1_EndDate,HOME_1_AssistedUnits,HOME_1_ConstructionType,HOME_1_InacStatusDesc,HOME_2_ID,HOME_2_Status,HOME_2_ProgramName,HOME_2_StartDate,HOME_2_EndDate,HOME_2_AssistedUnits,HOME_2_ConstructionType,HOME_2_InacStatusDesc,NumberActivePublicHousing,NumberInconclusivePublicHousing,NumberInactivePublicHousing,PH_1_ID,PH_1_Status,PH_1_ProgramName,PH_1_StartDate,PH_1_EndDate,PH_1_AssistedUnits,PH_1_InacStatusDesc,PH_1_PhaCode,PH_2_ID,PH_2_Status,PH_2_ProgramName,PH_2_StartDate,PH_2_EndDate,PH_2_AssistedUnits,PH_2_InacStatusDesc,PH_2_PhaCode,NumberActiveState,NumberInconclusiveState,NumberInactiveState,State_1_ID,State_1_Status,State_1_ProgramName,State_1_StartDate,State_1_EndDate,State_1_AssistedUnits,State_1_InacStatusDesc,State_1_ConstructionType,State_2_ID,State_2_Status,State_2_ProgramName,State_2_StartDate,State_2_EndDate,State_2_AssistedUnits,State_2_InacStatusDesc,State_2_ConstructionType,Old NHPD Property ID
1038505,MAGNOLIA HEIGHTS APARTMENTS,10156 Magnolia Heights Cir,Covington,GA,30014-4106,12060,Metropolitan Statistical Area,Newton,13217,13217100700,04,33.56824,-83.85355,Active,2,0,0,200,1/1/2001,1/1/2031,7/1/2051,MIKE GODWIN,For Profit,AMBLING MANAGEMENT COMPANY LLC,,800242873,90b*,06/19/2018,,,,,24,100,16,,Family,950,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6111349,Active,207/ 223(F) PUR/ REFIN HSG,8/1/2016,7/1/2051,200,9852248.42,,,,,,,,9852248.42,,1,0,0,GAA2001060,Active,TCEP,1/1/2001,1/1/2031,140,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,25654
1117587,JT BRIERWOOD II,1025 Palmetto St,Bainbridge,GA,39819-4617,12460,Micropolitan Statistical Area,Decatur,13087,13087970600,02,30.8962,-84.57111,Active,2,0,1,18,1/4/1985,1/1/2031,12/31/2034,MARY T JOHNSON,Multiple,TISHCO PROPERTIES LLC,For Profit,,,,,,,,18,,,,Elderly,674,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,1,GAA2001172,Active,TCEP,1/1/2001,1/1/2031,18,Existing,,,,,,,,,,1,0,0,655313079015,Active,515 Rural Housing,1/4/1985,12/31/2034,8,347342,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,25666
1037960,GREENS AT HILLCREST II,850 Hillcrest Green Dr,Lawrenceville,GA,30046-4486,12060,Metropolitan Statistical Area,Gwinnett,13135,13135050523,07,33.97133,-84.00007,Active,2,0,1,146,1/1/2001,1/1/2031,1/1/2032,SUSAN TEMPESTA,For Profit,,,,,,,,,,,88,88,,,1260,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,2,0,1,GAA2001190,Active,TCEP,1/1/2001,1/1/2031,140,New Construction,,GAA2002150,Active,TCEP,1/1/2002,1/1/2032,144,New Construction,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,25727
1038171,COLUMBIA COLONY SENIOR RESIDEN,2999 Continental Colony Pkwy SW,Atlanta,GA,30331-3068,12060,Metropolitan Statistical Area,Fulton,13121,13121007705,05,33.685062,-84.492441,Active,3,0,0,122,1/1/2001,1/22/2023,6/1/2048,COLUMBIA COLONY,,"Columbia Residential Property Management, Inc.",,800237695,87b,06/14/2018,98c,04/09/2015,,,,,,,Family,1090,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6111253,Active,207/ 223(F) PUR/ REFIN HSG,7/1/2013,6/1/2048,122,3855225.54,,,,,,,,3855225.54,,1,0,0,GAA2001160,Active,TCEP,1/1/2001,1/1/2031,93,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,25508607,Active,HOME,1/22/2003,1/22/2023,93,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,49754
1038173,SPRING HAVEN APARTMENTS,7 Perry Farm Rd SW,Cave Spring,GA,30124-3030,40660,Metropolitan Statistical Area,Floyd,13115,13115002000,14,34.10425,-85.34403,Active,2,0,0,24,1/1/2001,10/23/2022,1/1/2031,KUMAR KONERU,For Profit,,,,,,,,,,,,,,,738,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GAA2001185,Active,TCEP,1/1/2001,1/1/2031,24,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,25508645,Active,HOME,10/23/2002,10/23/2022,24,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,49766
1038167,ASHTON HILLS APARTMENTS,925 Tolliver Pl,Macon,GA,31210-2494,31420,Metropolitan Statistical Area,Bibb,13021,13021013407,08,32.90526,-83.70481,Active,2,0,0,80,1/1/2001,10/22/2022,1/1/2031,MIKE GODWIN,For Profit,,,,,,,,,,,,,,,787,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GAA2001130,Active,TCEP,1/1/2001,1/1/2031,80,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,25508342,Active,HOME,10/22/2002,10/22/2022,80,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,49684
1038175,ASHTON MEADOWS APARTMENTS,2611 Bemiss Rd,Valdosta,GA,31602-4608,46660,Metropolitan Statistical Area,Lowndes,13185,13185010601,08,30.87212,-83.28468,Active,2,0,0,81,1/1/2001,10/22/2022,1/1/2031,MIKE GODWIN,For Profit,,,,,,,,,,,,,,,697,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GAA2001135,Active,TCEP,1/1/2001,1/1/2031,80,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,25508776,Active,HOME,10/22/2002,10/22/2022,80,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,49807
1038272,THE VILLAGES OF CASTLEBERRY HI,600 Greensferry Ave SW,Atlanta,GA,30314-4339,12060,Metropolitan Statistical Area,Fulton,13121,13121004300,05,33.74619,-84.40821,Active,3,0,3,284,1/1/1999,1/1/2031,10/1/2059,JEROME RUSSELL,Multiple,HJ RUSSELL & COMPANY,Public Entity,800210989,94c,06/07/2018,95b,12/20/2016,95b*,04/30/2015,90,150,44,,Family,990,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,2,0,1,6135746,Active,223(A)(7)/221(D)(4) MKT REFI/ MODERATE INCOME,2/1/2011,3/1/2039,284,9010661.61,,6135870,Active,221(D)(4) MKT RATE MOD INC/ DISP FAMS,11/1/2019,10/1/2059,166,9010661.61,,1,0,1,GAA2001207,Active,TCEP,1/1/2001,1/1/2031,171,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58272
1038480,CHEROKEE SUMMIT APARTMENTS,5920 Bells Ferry Rd,Acworth,GA,30102-1411,12060,Metropolitan Statistical Area,Cherokee,13057,13057091003,11,34.09709,-84.58196,Active,2,0,0,272,1/1/2001,1/1/2031,5/1/2048,KATHRYN PERRY,For Profit,"Hercules Real Estate Services, Inc",,800237844,88b*,03/29/2018,94c,04/16/2015,,,50,180,40,,Family,1090,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6111257,Active,207/ 223(F) PUR/ REFIN HSG,6/1/2013,5/1/2048,272,10498977.44,,,,,,,,10498977.44,,1,0,0,GAA2001155,Active,TCEP,1/1/2001,1/1/2031,272,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68159
1038602,ASHLEY WEST END,707 Lee St SW,Atlanta,GA,30310,12060,Metropolitan Statistical Area,Fulton,13121,13121005800,05,33.73471,-84.41111,Active,1,0,1,100,1/1/2001,1/1/2031,1/1/2031,EGBERT PERRY,For Profit,,,,,,,,,,21,30,17,,,1010,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,1,GAA2001012,Active,TCEP,1/1/2001,1/1/2031,100,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68260
1038563,VILLAGES AT CARVER PHASE I,201 Moury Ave SW,Atlanta,GA,30315-3400,12060,Metropolitan Statistical Area,Fulton,13121,13121005502,05,33.71281,-84.38772,Active,3,0,1,220,1/1/2001,1/1/2031,9/1/2049,EGBERT PERRY,For Profit,,,,,,,,,,48,108,64,,,980,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6111303,Active,207/ 223(F) PUR/ REFIN HSG,10/1/2014,9/1/2049,220,3799719.99,,,,,,,,3799719.99,,2,0,1,GAA2001205,Active,TCEP,1/1/2001,1/1/2031,154,New Construction,,GAA20039012,Active,TCEP,1/1/2003,1/1/2033,0,New Construction,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68217
1038659,ALEXANDER RIDGE APARTMENTS,102 Alexander Dr,Canton,GA,30114-8261,12060,Metropolitan Statistical Area,Cherokee,13057,13057090701,11,34.18767,-84.52181,Active,1,0,1,174,1/1/2001,1/1/2031,1/1/2031,MICHAEL L SMITH,For Profit,,,800222131,,,,,,,50,70,54,,,960,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,1,0,0,GAA2001120,Active,TCEP,1/1/2001,1/1/2031,174,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68310
1038661,CANTON MILL LOFTS,550 Riverstone Pkwy,Canton,GA,30114-5661,12060,Metropolitan Statistical Area,Cherokee,13057,13057090400,11,34.24529,-84.48274,Active,1,0,1,313,1/1/2001,1/1/2031,1/1/2031,CANTON LOFTS,For Profit,,,,,,,,,,,,,,,960,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,1,GAA2001052,Active,,1/1/2001,1/1/2031,313,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68311
1038579,ALLEN TEMPLE,3040 Middleton Rd NW,Atlanta,GA,30311,12060,Metropolitan Statistical Area,Fulton,13121,13121007808,05,33.75285,-84.48974,Active,1,0,1,457,1/1/2001,1/1/2031,1/1/2031,MR H JEROME RUSSELL,For Profit,,,,85c*,09/26/2012,82c*,09/15/2010,89b,08/07/2008,,,,,,970,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,1,GAA2001122,Active,TCEP,1/1/2001,1/1/2031,457,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68230
1038652,JT PINE FOREST,480 11th St SW,Cairo,GA,39828,,,Grady,13131,13131950500,02,30.86923,-84.22162,Active,1,0,0,63,1/1/2001,1/1/2031,1/1/2031,MARY T JOHNSON,For Profit,,,,,,,,,,8,48,7,,,668,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GAA2001173,Active,TCEP,1/1/2001,1/1/2031,63,Existing,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68305
1038861,ORCHARD BROOK,2020 McEver Rd,Gainesville,GA,30504,23580,Metropolitan Statistical Area,Hall,13139,13139001002,09,34.26982,-83.87664,Active,1,0,0,115,1/1/2001,1/1/2031,1/1/2031,ANTHONY NICKAS,For Profit,,,,,,,,,,,81,34,,,892,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GAA2001065,Active,TCEP,1/1/2001,1/1/2031,90,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68437
1038744,FOREST AT COLUMBIA,2505 Columbia Dr,Decatur,GA,30034-1781,12060,Metropolitan Statistical Area,Dekalb,13089,13089023412,05,33.71542,-84.25252,Active,1,0,1,161,1/1/2001,1/1/2031,1/1/2031,RALPH WHITE,For Profit,,,,,,,,,,,,,,,1060,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,1,GAA2001047,Active,TCEP,1/1/2001,1/1/2031,161,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68386
1038772,WOODLAWN SENIOR VILLAGE,200 Woodlawn Dr,Dublin,GA,31021-9200,20140,Micropolitan Statistical Area,Laurens,13175,13175950400,12,32.549,-82.91759,Active,2,0,0,48,1/1/2001,9/4/2021,1/1/2031,CHERYL MURPHY-FETCINKO,,,,,,,,,,,32,16,0,,,660,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GAA2001110,Active,TCEP,1/1/2001,1/1/2031,48,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,25507684,Active,HOME,9/4/2001,9/4/2021,48,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68404
1038724,MAGNOLIA CRESTE APARTMENTS,201 Butler Industrial Dr,Dallas,GA,30132-0937,12060,Metropolitan Statistical Area,Paulding,13223,13223120302,14,33.907,-84.8032,Active,2,0,0,176,1/1/2001,1/1/2031,10/1/2048,TODD COPELAND,For Profit,"Hercules Real Estate Services, Inc",,800238974,94b,11/06/2015,,,,,,,,,Family,1210,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6111279,Active,207/ 223(F) PUR/ REFIN HSG,11/1/2013,10/1/2048,176,7417068.91,,,,,,,,7417068.91,,1,0,0,GAA2001175,Active,TCEP,1/1/2001,1/1/2031,176,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68372
1038859,WINDCLIFF APARTMENTS,150 Gabriel Cir,Gainesville,GA,30501-1421,23580,Metropolitan Statistical Area,Hall,13139,13139000600,09,34.33134,-83.80422,Active,2,0,0,56,1/1/2001,3/28/2022,1/1/2031,GATEWAY CONSTRUCTION CORP,For Profit,,,,,,,,,,,,,,,892,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GAA2001210,Active,TCEP,1/1/2001,1/1/2031,56,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,25507437,Active,HOME,3/28/2002,3/28/2022,56,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68436
1038933,COLUMBIA WOODS TOWNHOUSES,166 Greison Trl,Newnan,GA,30263-1682,12060,Metropolitan Statistical Area,Coweta,13077,13077170305,03,33.373003,-84.779548,Active,1,0,0,117,1/1/2001,1/1/2031,1/1/2031,GRAHAM FACER,For Profit,,,,,,,,,,,,,,,1010,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GAA2001165,Active,TCEP,1/1/2001,1/1/2031,117,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68536
1038982,ROSEMONT COURT,127 S 6th St,Warner Robins,GA,31088-4699,47580,Metropolitan Statistical Area,Houston,13153,13153020400,08,32.61724,-83.60618,Active,2,0,1,34,1/1/2000,1/1/2031,1/1/2031,SHERYL FRAZIER,Multiple,Housing Authority of the City of Warner Robins,Public Entity,,,,,,,,14,20,,,,894,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,1,GAA2001087,Active,TCEP,1/1/2001,1/1/2031,34,Acquisition and Rehab,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA160000005,Active,Public Housing,,,34,,GA160,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68628
1039035,ROBINS LANDING,3529 Glenwood Rd,Decatur,GA,30032,12060,Metropolitan Statistical Area,Dekalb,13089,13089023501,05,33.73823,-84.27248,Active,1,0,0,304,1/1/2001,1/1/2031,1/1/2031,SOUTHERN AFFORDABLE SERVICES (SAS),For Profit,,,,,,,,,,,,,,,970,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GAA2001086,Active,,1/1/2001,1/1/2031,304,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,93997
1039119,HERITAGE AT MADISON POINTE,1561 Stone Bridge Pkwy,Woodstock,GA,30189,12060,Metropolitan Statistical Area,Cherokee,13057,13057091006,11,34.12022,-84.57204,Active,2,0,0,100,1/1/2001,1/1/2031,1/1/2052,WILLIAM JOHNSTON,For Profit,"NorSouth Management Services, LLC",,800233452,52c,11/30/2018,93a,07/01/2014,,,,,,,Elderly,1280,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6135734,Active,221(D)(4) MKT RATE MOD INC/ DISP FAMS,2/1/2012,1/1/2052,100,3650119.73,,,,,,,,3650119.73,,1,0,0,GAA2001192,Active,TCEP,1/1/2001,1/1/2031,100,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,94070
1103712,Columnia Citihomes,165 Marion Pl NE,Atlanta,GA,30307-2747,12060,Metropolitan Statistical Area,Dekalb,13089,13089020500,05,33.75839,-84.345,Active,3,0,0,154,1/1/2002,1/1/2032,1/1/2034,COLUMBIA RESIDENTIAL,,,,,,,,,,,0,114,38,,,1090,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,3,0,0,GAA2002020,Active,TCEP,1/1/2002,1/1/2032,82,New Construction,,GAA20049018,Active,TCEP,1/1/2004,1/1/2034,0,New Construction,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
